id,subcat_sed,direccion,cve_delg,ubicacion,nombre,superficie,perimetro,categoria
10451,3,Camarones,2,,,603.660636733,176.786270577,2
10452,3,Tierra Nueva,2,,CAMELLON AV. TIERRA NUEVA,269.161034928,171.697671834,2
10453,3,Ciclopista,2,,,668.224847514,213.245837649,2
10454,5,,2,,,27.4665066183,23.9923583089,1
10455,3,Tierra Nueva,2,,CAMELLON AV. TIERRA NUEVA,94.0683582062,60.7323872721,2
10456,5,Xicalango,2,,,186.68525653,73.7071904313,1
10457,3,5 de Mayo,2,AV. 5 DE MAYO,CAMELLON 5 DE MAYO,570.474967132,115.941144331,2
10458,8,Novedades,2,CALLE PIRAMIDE Y CAIRO,PARQUE LOS VAGOS,1363.20068973,146.42258407,4
10459,5,Hacienda La Castañeda,2,,,74.1893604083,54.2852670311,1
10460,5,Jerusalén,2,,,811.922941503,291.831640901,1
10461,3,Avenida Ixtacala,2,,,11723.8511135,1183.68608323,2
10462,3,Calle 22,2,,CAMELLON EJE 3 (AV. CUITLAHUAC),1631.51554332,353.415442265,2
10463,8,16 Septiembre,2,,,611.170919492,148.75439924,4
10464,5,Avenida de las Granjas,2,,CAMELLON AV. DE LAS GRANJAS (CABO-HORNOS),71.7731386138,38.4291344789,1
10465,3,Calzada Las Armas,2,,,1700.01661291,506.95158427,2
10466,7,Puente de Guerra,2,,,2396.57317665,198.52336429,1
10467,3,Santa Cruz Acayucan,2,,,85.160236294,109.429126159,2
10468,3,Egipto,2,,,452.663322234,124.296619231,2
10469,5,Rafael Alducin,2,,,378.879533393,98.6375155947,1
10470,11,Jose F. Gutierrez,2,,CAMELLON AV. JOSE F. GUTIERREZ,59.016276728,34.7372956507,1
10471,3,Deportivo Reynosa,2,,,680.8141576,318.742775587,2
10472,7,Oyameles,2,,,1842.10512428,213.07119833,1
10473,3,Aquiles Serdán,2,,CAMELLON AV. AQUILES SERDAN (PARQUE VIA),370.617351609,335.768380793,2
10474,3,Avenida Ceylán,2,,,610.764023034,210.979626786,2
10475,4,,2,,,1238.0465528,152.877855425,1
10476,3,Benvenuto Cellini,3,DE AV. REVOLUCION A PERIFERICO,CAMELLON AV. BENVENUTO CELLINI,752.993660624,154.909697848,2
10477,3,Calzada de Tlalpan,3,DE R. CHURUBUSCO A VIADUCTO M. ALEMAN,CAMELLON CALZ. DE TLALPAN,841.888808414,796.297334382,2
10478,3,Mercaderes,3,DE B. DEL MUERTO A VIADUCTO M. ALEMAN,CAMELLON AV. INSURGENTES SUR,712.389151451,337.648194812,2
10479,9,Amores,3,"DIV. DEL NORTE, AV. COL. DLE VALLE,AMORES Y T. ADA",GLORIETA MARISCAL SUCRE,898.836500617,123.734062575,2
10480,3,Emiliano Zapata,3,DE PLUTARCO ELIAS CALLES A AV. UNIVERSIDAD,CAMELLON EJE 7-A SUR (EMILIANO ZAPATA),141.190119066,137.35707555,2
10481,3,Mercaderes,2,,CAMELLON CULTURA GRIEGA,346.624374378,130.84084744,2
10482,3,Norte 89,2,,,113.960200519,93.2667174715,2
10483,4,,2,,,1695.95388394,280.773491326,1
10484,3,Obrero Mundial,3,DE TLALPAN A AV. AMORES,CAMELLON AV. CASA DEL OBRERO MUNDIAL,1221.24694553,229.509868621,2
10485,3,Damas,3,DE RIO MIXCOAC A B. DEL MUERTO,CAMELLON AV. DAMAS,168.179554554,147.325900077,2
10486,3,Unión Postal,3,AV. ISABEL LA CATOLICA,CAMELLON AV. ISABEL LA CATOLICA,171.64659666,105.165212042,2
10487,3,Sagredo,3,,,134.481572868,49.6861460872,2
10488,3,Avenida Universidad,3,DE EJE CENTRAL A GTA. RIVERA,CAMELLON AV. UNIVERSIDAD,256.573599079,217.085193979,2
10489,3,Viaducto,3,DE EJE 5 SUR A VIADUCTO M. ALEMAN,CAMELLON VIADUCTO M. ALEMAN (RIO BECERRA),548.208307661,245.227918388,2
10490,3,San Pablo Xalpa,2,,CAMELLON SAN PABLO XALPA,50.6473794376,33.830743501,2
10491,11,Calz. Azcapotzalco la Villa,2,,,987.377131344,301.926124383,1
10492,11,,2,,,60.2197519127,31.6804640306,1
10493,11,Morelos y Pavón,2,,,202.084180204,97.6443881647,1
10494,3,Hera,3,DE B. DEL MUERTO A INSURGENTES SUR,CAMELLON AV. MINERVA,581.847892305,186.400228208,2
10495,3,Avenida Universidad,3,DE EJE CENTRAL A GTA. RIVERA,CAMELLON AV. UNIVERSIDAD,129.353708217,119.84142683,2
10496,3,Presidente Miguel Alemán,3,DE EJE 5 SUR A VIADUCTO M. ALEMAN,CAMELLON VIADUCTO M. ALEMAN (RIO BECERRA),521.142786878,258.816447002,2
10497,3,Capuchinas,3,DE PLATEROS A FELIX PARRA,CAMELLON AV. CAPUCHINAS,173.18193906,124.956402497,2
10498,3,Capuchinas,3,,,176.394132497,99.8459602041,2
10499,10,Lateral Periferico,3,"DE REVOLUCION A PERIFERICO, COL. MIXCOAC",PARQUE,759.933348123,173.026887029,2
10500,3,Río Becerra,3,DE TLALPAN A RIO BECERRA,CAMELLON AV. VIADUCTO M. ALEMAN,2035.86574214,458.427718733,2
10501,3,Hera,3,DE RIO MIXCOAC A MINERVA,CAMELLON AV. HERA,243.834209875,116.125510752,2
10502,10,Cumbres de Maltrata,3,XOLA Y AV. CUAUHTEMOC,GLORIETA,429.08004379,93.7551298455,2
10503,3,Av. Dr. José Maria Vertiz,3,AV. JOSE MARIA VERTIZ,CAMELLON AV. DR. JOSE MARIA VERTIZ,417.916019163,317.859901879,2
10504,3,Enrique Rebsamen,3,DE DIV. DEL NORTE A SAN ANTONIO,CAMELLON AV. ENRIQUE REBSAMEN,379.68550868,240.304125807,2
10505,3,Casa del Obrero Mundial,3,DE TLALPAN A AV. AMORES,CAMELLON AV. CASA DEL OBRERO MUNDIAL,351.662595148,122.64833088,2
10506,3,Emiliano Zapata,3,DE PLUTARCO ELIAS CALLES A AV. UNIVERSIDAD,CAMELLON EJE 7-A SUR (EMILIANO ZAPATA),132.238454579,138.067294163,2
10507,3,Miguel Laurent,3,DE RIO CHURUBUSCO A VIADUCTO M. ALEMAN,CAMELLON AV. DIVISION DEL NORTE,186.336088587,75.6659619592,2
10508,5,Circuito Escolar,4,CIUDAD UNIVERSITARIA,RESERVA ECOLOGICA UNAM,27845.6167525,2675.49211572,1
10509,3,Canal Nacional,4,DE CALZ. DEL HUESO A AV. CANAL NACIONAL,CAMELLON AV. LAS BOMBAS,512.3630406,116.853823156,2
10510,8,10 de Abril,4,M. ANENECUILCO Y 10 DE ABRIL,PLAZA CIVICA,175.51731077,52.8408063724,4
10511,3,transbordo intermodal Estadio CU,4,DE PERIFERICO A EJE 10 COPILCO,CAMELLON AV. INSURGENTES SUR,4689.79123233,308.728802628,2
10512,3,Circuito Deportivo,4,CIUDAD UNIVERSITARIA,RESERVA ECOLOGICA UNAM,3339.60946672,270.105812127,2
10513,5,,4,,,106.717790101,52.185253802,1
10514,3,De la Virgen,4,,,296.022248453,156.835059034,2
10515,3,Circuito Escolar,4,CIUDAD UNIVERSITARIA,RESERVA ECOLOGICA UNAM,11186.5526858,1150.52473661,2
10516,3,Circuito Escolar,4,CIUDAD UNIVERSITARIA,UNAM,137.392619694,55.7071825566,2
10517,3,Circuito Escolar,4,CIUDAD UNIVERSITARIA,UNAM,576.010636652,110.156273705,2
10518,3,Calzada de Tlalpan,3,DE R. CHURUBUSCO A VIADUCTO M. ALEMAN,CAMELLON CALZ. DE TLALPAN,1524.75806833,1464.21023533,2
10519,3,Calzada de las Bombas,4,DE CALZ. DEL HUESO A AV. CANAL NACIONAL,CAMELLON AV. LAS BOMBAS,585.327233906,176.365302713,2
10520,10,Ciclovía Concepción Beistegui,3,CAMELLON EJE 3 PONIENTE (AV. COYOACAN),ISLETA,968.743330226,127.11273186,2
10521,3,Presidente Miguel Alemán,3,DE EJE 5 SUR A VIADUCTO M. ALEMAN,CAMELLON VIADUCTO M. ALEMAN (RIO BECERRA),356.830506223,218.078462086,2
10522,3,Playa Roqueta,3,,,2589.88610565,283.020924358,2
10523,3,Rubén M. Campos,3,DE MIGUEL N. LIRA A PLUTARCO E.C.,CAMELLON AV. RUBEN M. CAMPOS,208.532739513,85.9936646461,2
10524,3,Presidente Miguel Alemán,3,DE EJE 5 SUR A VIADUCTO M. ALEMAN,CAMELLON VIADUCTO M. ALEMAN (RIO BECERRA),1259.74679855,412.077640816,2
10525,9,Mirlo,4,,,121.110937955,39.4513621248,2
10526,9,Quetzal,4,,,59.630051107,27.598619774,2
10527,5,Avenida Canal Nacional,4,,,1439.08921284,439.98844137,1
10528,10,Santa Ana,4,DE CANAL DE MIRAMONTES A CANAL NACIONAL,CAMELLON AV. SANTA ANA,156.386139977,56.3648887814,2
10529,3,Osa Mayor,4,DE E. IZTAPALAPA A PASEO CANAL NACIONAL,CAMELLON VIA LACTEA (EJE 1 OTE.),1579.98704155,1046.38665561,2
10530,9,Av. Zacatépetl,4,,GLORIETAS,1424.83596326,153.223644349,2
10531,3,Priv. 20 de Agosto,4,,,623.652938257,510.049939565,2
10532,6,Plaza de la Conchita,4,,PLAZA DE LA CONCHITA,9433.140536,444.891892954,3
10533,8,Retorno 803,4,ENTRE RET. 812 Y MIRAMONTES,ANDADOR EL CENTINELA,1913.12029422,288.285342422,4
10534,3,Pacífico,4,MIGUEL A. DE QUEVEDO A DIVISION DEL NORTE,CAMELLON AV. PACIFICO,404.477278747,322.674821247,2
10535,14,Pensamiento,4,"AV. JACARANDA, ENTRE CALZ. DE TLALPAN Y DIV. DEL N",PARQUE JACARANDA,3806.05967459,261.153731356,3
10536,4,NINGUNO,4,,,53.7814078342,28.6173081657,1
10537,7,,4,,,127.460333073,63.57528689,1
10538,3,Circuito Escolar,4,CIUDAD UNIVERSITARIA,UNAM,78.6196884714,45.4378687014,2
10539,3,Jardín de las Rosas,4,MIGUEL A. DE QUEVEDO A DIVISION DEL NORTE,CAMELLON AV. PACIFICO,655.846800781,552.042291853,2
10540,8,Aurora,4,"AV. PROGRESO, FCO. SOSA Y TABASCO",,93.8417416773,39.0873929888,4
10541,7,,4,,,110.040783508,48.1863789308,1
10542,3,Calzada de Tlalpan,4,DE HUIPULCO A AV. TAXQUEÑA,CAMELLON CALZADA DE TLALPAN,5653.2661135,825.664288585,2
10543,5,10mo And. de Manuela Sáenz,4,,,1318.4985506,216.146227336,1
10544,10,Manuela Medina,4,,,217.215687154,66.7669313221,2
10545,5,10 de Abril,4,,,125.645564121,80.0020687752,1
10546,5,UAM Xochimilco,4,CALZ. DEL HUESO Y LAS BOMBAS,UAM- XOCHIMILCO,512.967583472,119.819436704,1
10547,3,G. Perez Valenzuela,4,"AV. UNIVERSIDAD-AV. MEXICO, ENTRE MADRID Y VALENZU",VIVEROS DE COYOACAN (SARH),219.04023569,243.789234223,2
10548,5,UAM Xochimilco,4,,,885.832078752,183.00599419,1
10549,3,División del Norte,4,,,1700.14478001,407.211605583,2
10550,7,,4,,,182.098656273,69.812326829,1
10551,5,Omega,4,PROL. MOCTEZUMA,CAMELLON AV. MOCTEZUMA,3541.64572466,881.834972747,1
10552,3,Calle F,4,"AV. 3, ENTRE CALLES H, K Y J",JARDIN EDUCACION,1505.60934141,208.856459557,2
10553,5,,4,CALZ. DE LA VIRGEN,PARQUE,23563.8394859,719.028521512,1
10554,5,Retorno 803,4,RET. 802 Y CDA. 802,ANDADOR CALLE 3,194.805758727,90.213292646,1
10555,5,22,4,,,1466.78120448,409.656534754,1
10556,3,Epsilon,4,"EPSILON, ENTRE DELTA Y MELCHOR OCAMPO",CAMELLON AV. EPSILON,649.836301913,123.812079356,2
10557,3,Golf,4,"ENTRE TLALPAN Y GOLF, COUNTRY CLUB",CAMELLON AV. DE LOS ATLETAS,375.015857151,128.990627239,2
10558,3,Futbol,4,"ENTRE TLALPAN Y GOLF, COUNTRY CLUB",CORREDOR AV. DE LOS CICLISTAS,404.968832456,219.397539384,2
10559,10,MANUELA MEDINA,4,,,40.4298221169,25.8128626208,2
10560,3,Avenida del IMAN,4,C. E. AZTECA Y AV. IMAN,CAMELLON AV. CANTIL DEL PEDREGAL,661.987863826,299.32806408,2
10561,4,,4,,,191.699830814,106.206339318,1
10562,9,Calzada Acoxpa,4,VIADUCTO TLALPAN Y ACOXPA,GLORIETA VIADUCTO TLALPAN,4225.77425165,235.106185708,2
10563,4,Calzada de la Virgen,4,,,5531.66578263,1125.87169709,1
10564,5,Marcos Pulido,4,,,131.770743631,70.2201769793,1
10565,8,Torre de Pisa,4,"EIFFEL Y PISA, ENTRE ESCORIAL Y PARTENON",PARQUE  LOS CEDROS,11947.1961457,708.482915021,4
10566,3,Faro de Alejandría,4,PISA Y COLISEO ROMANO,CAMELLON AV. RONCHAMP,118.851097276,81.2736505505,2
10567,14,Laura Méndez de Cuenca,4,,,677.609297931,205.411997852,3
10568,4,,4,,,272.404317057,87.2790518281,1
10569,8,Calzada del Hueso,4,,,5921.13417551,553.400422252,4
10570,5,,4,,,351.398426876,189.348096048,1
10571,5,And. 4,4,,,138.801051436,53.1599733026,1
10572,4,NINGUNO,4,CALLE MIRADOR Y H. STO. TOMAS,PARQUE Y JARDIN,96.2465911433,39.3336372808,1
10573,8,Del Parque,4,PIRAMIDE DE LA LUNA Y AV. LAS TORRES,PARQUE-DEPORTIVO SARGENTO PEDRAZA,5640.24506753,383.528814024,4
10574,3,Tizinnias,4,AV. TZINNIAS,CAMELLON AV. TZINNIAS,452.118585394,362.430404125,2
10575,8,Calle D,4,"CALLES LL,M Y C",PARQUE EDUCACION,2042.01919556,287.541156784,4
10576,3,José Azueta Abad,4,,,79.149471918,35.982512401,2
10577,3,3a Cda. de Moctezuma,4,PROL. MOCTEZUMA,CAMELLON AV. MOCTEZUMA,629.51590236,194.178357189,2
10578,5,,4,,,725.051436722,109.874695241,1
10579,3,Cerro del Cubilete,4,DE CALZ. DE TLALPAN A AV. TLAHUAC,CAMELLON AV. TAXQUEÑA,3319.57457694,931.822216834,2
10580,3,Río Churubusco,4,DE AV. UNIVERSIDAD A ERMITA IZTAPALAPA,CAMELLON LATERAL AV. RIO CHURUBUSCO,1289.78378316,237.406508566,2
10581,10,Retorno 57,4,DE CALZ. DE TLALPAN A CANAL NACIONAL,CAMELLON AV. DE LA VIRGEN,92.5946944459,99.6273089525,2
10582,7,,4,,,420.679870543,112.142912397,1
10583,5,,4,"JOSE AZUETA, CALZ. DE LA VERGEN Y PEDRO SAINZ",SECRETARIA DE MARINA,1316.94747642,250.663747422,1
10584,6,NINGUNO,4,AV. CANAL DE MIRAMONTES Y LAS BOMBAS,ALAMEDA SUR,5779.92979109,325.0400685,3
10585,8,AZTECAS,4,DE EJE 10 SUR A AV. DEL IMAN,CAMELLON AV. AZTECAS,185.86073578,83.1894704102,4
10586,8,1 ROSARIO CASTELLANOS,4,R. CASTELLANOS Y E. VARGAS,JARDIN,1205.52051547,214.667817218,4
10587,3,Av. Universidad,4,DE INSURGENTES A FCO. SOSA,CAMELLON AV. UNIVERSIDAD,484.836237934,327.730365253,2
10588,5,,4,"JOSE AZUETA, CALZ. DE LA VERGEN Y PEDRO SAINZ",SECRETARIA DE MARINA,1582.17971648,335.057093965,1
10589,5,UAM Xochimilco,4,,,464.580228199,107.759265975,1
10590,5,ESTACIONAMIENTO,4,,,357.522840433,111.317608549,1
10591,5,,4,"JOSE AZUETA, CALZ. DE LA VERGEN Y PEDRO SAINZ",SECRETARIA DE MARINA,129.356358629,51.2655494199,1
10592,3,Avenida del Parque,4,"AV. DEL PARQUE, ENTRE CALZ. LA VIRGEN Y MIRAMONTES",CAMELLON AV. DEL PARQUE,4142.4290232,603.781864592,2
10593,4,1 SANTA CECILIA,4,,,106.965021149,56.7915414167,1
10594,4,Hacienda Santo Tomás,4,,,577.602015352,121.093173355,1
10595,5,,4,,,26.1198910424,20.7084596404,1
10596,3,Cerro de las Torres,4,CALZ. DE TLALPAN Y AV. TAXQUEÑA,PARQUE LAS TORRES,1944.35448499,450.85914652,2
10597,8,Ixcatlán,4,CUICATLAN Y ALOTEPEC,PARQUE,2123.57856559,258.574864425,4
10598,3,Paseo de la luz,4,,CAMELLON AV. PASEO DE LA CRUZ,304.334437803,77.0110345076,2
10599,8,E. Castellanos Quinto,4,,,1358.53784842,195.333229538,4
10600,5,,4,,,99.4576347124,70.2047571507,1
10601,3,Armada de México,4,DE CALZ. DEL HUESO A AV. MANUELA SAENZ,CAMELLON AV. CAFETALES,579.955552966,264.646018259,2
10602,7,Calzada de las Bombas,4,,DEPORTIVO LOS GIRASOLES III,654.403002978,117.59992947,1
10603,7,,4,,,147.859440134,49.9792124897,1
10604,5,,4,,,517.414558041,159.235443713,1
10605,7,,4,,,354.900805276,108.35682684,1
10606,3,Paseo de la luz,4,"AV. AMACUZAC, ENTRE C. CULHUACAN Y QUINCEO, COL. H",CAMELLON AV. AMACUZAC,8249.84257818,872.241329418,2
10607,8,Rancho de la Laja,4,,PARQUE RANCHO SECO,16617.3000303,878.98351553,4
10608,10,Santa Ana,4,,,54.3547103268,51.6255579102,2
10609,10,Natalia Serdán,4,,,644.27938645,147.309386237,2
10610,7,,4,,,81.5657003565,66.4825734919,1
10611,12,Chamapa - Lechería,5,,,1876.7533222,230.778226522,4
10612,9,Vasco de Quiroga,5,,,42.0917027036,30.7334755912,2
10613,11,,5,,,129.135574355,52.7357438311,1
10614,2,,5,,,514.951669942,135.208691985,1
10615,11,Avenida Loma de la Palma,5,,,182.752085939,82.5716296031,1
10616,9,Parque Reforma,5,,,50.4739084624,25.5094797075,2
10617,8,Prolongación Hidalgo,5,,SIN NOMBRE,255.185039403,103.763651181,4
10618,4,José Ma. Castorena,5,,,3575.0310416,710.049760184,1
10619,5,Av. Adolfo Lopez Mateos,5,,,3360.8969409,671.800126789,1
10620,11,,5,,,187.109993666,54.7527247705,1
10621,3,Paseo Tolsa,5,,,84.1450766772,53.8717048252,2
10622,9,DOMINGO GARCA RAMOS,5,CERRADA DR. GARCIA RAMOS,GLORIETA,517.500246742,81.0923340888,2
10623,3,Paseo Bosque de la Reforma,5,AV. BOSQUES DE LA REFORMA,CAMELLON AV. BOSQUES DE LA REFORMA,1387.00364019,311.245140762,2
10624,13,,5,,,623.637927784,180.984612482,1
10625,3,Paseo Bosque de la Reforma,5,,,859.787603139,256.796270423,2
10626,5,JUREZ,5,,,3796.76861749,834.048445199,1
10627,2,,5,,,23.3020634573,19.6332073354,1
10628,13,,5,,,120.872361509,144.799115918,1
10629,3,Bosque de Alisos,5,"AV. PASEO DE LAS LILAS, B. DE LAS LOMAS",GLORIETA PASEO DE LAS LILAS,1088.01111712,342.786259011,2
10630,9,Paseo de las Lilas,5,"PASEO DE LILAS, B. DE LAS LOMAS",CAMELLON PASEO DE LAS LILAS,156.759739422,44.4403340318,2
10631,9,Paseo Girasoles,5,CAMELLON AV. PASEO DE LAS BUGAMBILIAS,GLORIETA PASEO DE LAS BUGAMBILIAS,522.381696322,148.766575431,2
10632,12,Paseo de los Ahuehuetes Sur,5,"AHUEHUETES SUR, B. DE LAS LOMAS",PARQUE B. DE LAS LOMAS,8808.91030568,439.476427666,4
10633,11,Avenida Loma de la Palma,5,,,943.249122038,220.94868119,1
10634,3,Emiliano Zapata,5,,,858.759535426,184.321366767,2
10635,3,De los Bosques,5,,,941.273988321,828.158412731,2
10636,11,,5,,,80.9053109713,53.8018396868,1
10637,9,Mario Pani,5,,,89.2073346199,35.8606017359,2
10638,16,Mario Pani,5,,,38.2855777562,72.0349665915,6
10639,11,,5,,,367.599135452,82.5709706197,1
10640,11,,5,,,260.456321991,117.488629148,1
10641,4,Prol. Lomas de Vista Hermosa,5,CARLOS ECHANOVE Y VASCO DE QUIROGA,CAMELLON AV. CARLOS ECHANOVE,22921.4214074,2300.41462982,1
10642,11,,5,,,54.0079370536,33.7717847819,1
10643,16,Juan Salvador Agraz,5,,,50.965885672,60.2422299157,6
10644,11,,5,,,538.455071656,139.593373812,1
10645,3,Paseo de la Reforma,6,,,131.992625501,143.586986364,2
10646,16,,6,EJE CENTRAL ESQ. AV. JUAREZ Y ANGELA P.C.HIST.,JARDIN EXPLANADA BELLAS ARTES,611.845999614,97.582210071,6
10648,7,,6,,,10002.7826165,1009.4753088,1
10649,3,Benjamin Hill,6,SIECCION TAMAULIPASI - CITLALTEPETL,CAMELLON AV. BENJAMIN HILL,912.869615087,163.847874105,2
10650,3,Cruce hacía Reforma,6,"TREBOL, SECCION LEJA - AV. JUAREZ, SECCION JUAR",CAMELLON AV. SONORA,251.148945441,75.202740608,2
10651,8,Maestro Antonio Caso,6,ANTONIO CASO Y SULLIVAN,PARQUE LIRA,2138.134864,282.430853917,4
10652,14,FRAY SERVANDO TERESA DE MIER,6,"PINO SUAREZ Y FRAY SERVANDO, CENTRO HISTORICO",JARDIN DEL BARANDAL,1565.74943446,212.230295418,3
10653,3,Cuauhtémoc,6,,,694.044710726,316.735590221,2
10654,3,Paseo de la Reforma,6,AV. PASEO DE LA REFORMA,CAMELLON AV. PASEO DE LA REFORMA,137.58203147,135.693287014,2
10655,3,Gorostiza,6,"REFORMA, EJE 1 NTE. Y JESUS CARRANZA, COL. AMP. MO",GLORIETA DE PERALVILLO,230.111897911,78.0266863047,2
10656,3,Avenida Tamaulipas,6,SECC. BENJAMIN FRANKLIN - EJE 2 SIUR,CAMELLON AV. TAMAULIPAS,1015.00451651,307.237101511,2
10657,3,Oaxaca,6,AV. OAXACA,CAMELLON AV. OAXACA,293.903373031,194.598192515,2
10658,5,Oyamel,6,,,729.779820552,146.617158493,1
10659,6,Av. de la República,6,SECCION J. MA. IGLESIAS E INSIURGENTES,CAMELLON AV. GOMEZ FARIAS,1504.57184451,267.119039301,3
10660,3,Metrobús Linea 1,6,SECCION STA. MA. LA RIBERA - INSIURGENTES C.,CAMELLON AV. INSURGENTES CENTRO,257.980668508,115.830531898,2
10661,3,Tula,6,DE MAZATLAN A JOSE VASCONCELOS,FRANCISCO MARQUEZ,1071.49960817,177.786789412,2
10662,3,Avenida Chapultepec,6,AV. CHAPULTEPEC,CAMELLON AV. CHAPULTEPEC,440.350376159,237.365666316,2
10663,3,Calzada de los Misterios,6,,,202.408656257,114.455079761,2
10664,3,Buenavista,6,DE PUENTE DE ALVARADO A HEROES FERROCARRILEROS,CAMELLON AV. BUANAVISTA,543.4011246,267.3716014,2
10665,6,Pensador Mexicano,6,"PENSIADOR MEXICANO, AQUILESI SIER. Y MINA",PARQUE AQUILES SERDAN,1587.27089918,178.660959641,3
10666,16,Avenida Insurgentes Centro,6,AV. INSURGENTES,CAMELLON AV. INSURGENTES,557.710233593,153.680885208,6
10667,16,Plomo,6,DE EJE 2 NTE A CIRCUITO  INTERIOR,CAMELLON CALZ. DE GUADALUPE,193.498308031,432.663962383,6
10668,1,Presidente Miguel Alemán,6,"EJE 3 SUR,VIADUCTO MIGUEL ALEMAN, EJE 1 PTE.",FRANCES,88038.7530847,1203.84536549,1
10669,3,Alfonso Reyes,6,SECC. AV. BAJA CALIFORNIA - AV. TAMAULIPAS,CAMELLON AV. NUEVO LEON,554.266192028,115.206654119,2
10670,3,Dr. Rio de la Loza,6,AV. FRAY SERVANDO,CAMELLON AV. FRAY SERVANDO,789.101841248,529.992357402,2
10671,16,Callejón Guáymas,6,"GUAYMAS ENTRE CHAPULTEPEC Y PUEBLA, ROMA NORTE",JARDIN GARIBALDI,558.928626828,117.693880043,6
10672,3,Avenida Chapultepec,6,AV. CHAPULTEPEC,CAMELLON AV. CHAPULTEPEC,322.413442378,275.776943469,2
10673,3,Avenida Insurgentes,6,SECC. VIADUCTO - FRAY SIERVANDO,CAMELLON AV. SAN ANTONIO,688.298284117,143.504444671,2
10674,23,Alameda Central,6,"AV. JUAREZ, DR. MORA, HIDALGO Y ANGELA P.C. HISTOR",ALAMEDA CENTRAL,88043.462285,1272.54271343,4
10675,3,Antonio Plaza,6,VIADUCTO MIGUEL ALEMAN,CAMELLON AV. VIADUCTO MIGUEL ALEMAN,1155.71077111,453.626745137,2
10676,3,Dr. Rio de la Loza,6,AV. RIO DE LA LOZA,CAMELLON AV. RIO DE LA LOZA,969.79895792,324.695471329,2
10677,3,Av. Sonora,6,"TREBOL, SECCION LEJA - AV. JUAREZ, SECCION JUAR",CAMELLON AV. SONORA,815.229257655,236.059965996,2
10678,3,Avenida Chapultepec,6,,,240.230214412,170.078757958,2
10679,8,665,7,,,667.848991173,104.725499753,4
10680,2,Avenida de las Torres,8,,,1048.52004642,173.453064336,1
10681,5,,8,,,51.4555424723,34.0917763954,1
10682,2,,8,,,275.943642444,78.3502851956,1
10683,2,,8,,CIUDAD DEPORTIVA MAGDALENA MIXIHUCA,1453.60841905,248.845194183,1
10684,5,Av. Andres Molina Enriquez,8,,,55.4097986031,38.104772572,1
10685,3,Sur 6,8,,CAMELLON EJE 4 OTE. (RIO CHURUBUSCO),1122.97281631,610.397631574,2
10686,14,Andador Norte,8,PLUTARCO ELIAS CALLES - LA VIGA,ANDADOR NORTE,3064.89856647,560.951442968,3
10687,2,,8,,CIUDAD DEPORTIVA MAGDALENA MIXIHUCA,3228.86244053,1265.55774232,1
10688,3,Av. Congreso de la Union,8,,,914.267466657,382.204951008,2
10689,2,,8,,CIUDAD DEPORTIVA MAGDALENA MIXIHUCA,3339.86975927,351.1213065,1
10690,8,Oriente 259,8,ORIENTE 259 ESQUINA CALZADA GENERAL IGNACIO ZARAGO,PARQUE ECOLOGICO IZTACALCO,10981.5664422,503.49532,4
10691,4,Canela,8,N/E,UPICSA,2552.74292305,405.605065683,1
10692,13,Coyuya,8,,,34.6656454095,34.5474567317,1
10693,4,,8,N/E,UPICSA,1075.20586886,258.948945046,1
10694,5,,9,,,77.4967471833,38.4831338423,1
10695,8,De las Torres,9,,,186.247104333,53.91535855,4
10696,5,,9,,,41.4203766085,25.7511927331,1
10697,4,Plutarco Elias Calles,9,,,1431.80608172,539.128288498,1
10698,3,Calzada Ermita Iztapalapa,9,,,678.128971585,646.056310348,2
10699,3,Canal de Chalco,9,,SUELO DE CONSERVACION,952.594119223,614.507371726,2
10700,5,,9,,,692.580630973,233.061878913,1
10701,3,Samuel Gompers,9,,,377.516112969,320.97545334,2
10702,5,,9,,,106.542340621,42.965266436,1
10703,8,Calle Paraiso,9,,,38800.0492256,866.6924216,4
10704,8,3 E. García,9,,,539.700048132,110.385292901,4
10705,5,Calzada Ermita Iztapalapa,9,,,101.994916705,75.6927419497,1
10706,8,Sur 113,9,EJE 3 Y LA VIGA,CAMELLON AV. RODOLFO USIGL,5517.71221483,401.47253055,4
10707,3,Benito Juárez,9,,,27.6931775444,38.375967776,2
10708,5,Rodolfo Usigli,9,EJE 3 Y LA VIGA,CAMELLON AV. RODOLFO USIGL,1272.74238018,142.846199336,1
10709,8,Miguel Hidalgo,9,,,419.092265965,216.509860688,4
10710,5,Moctezuma,9,,,1313.98916279,391.550769557,1
10711,8,San Isidro,9,,,228.48987486,69.5601251585,4
10712,3,Avenida Guelatao,9,,CAMELLON AV. GRAL. IGNACIO ZARAGOZA,6632.45941272,1050.33282504,2
10713,4,,9,,,,,1
10714,8,Alfonso Toro,9,EJE 3 Y LA VIGA,CAMELLON AV. ALFONSO DEL TORO,6558.56730046,636.299388767,4
10715,3,Calle 39,9,,,842.496229911,604.147486347,2
10716,3,Calle Rosario Aldama,9,AV. BENITO JUEREZ E INSURGENTES,CAMELLON AV. MANUEL CAÑAS,7595.29868011,2453.39756406,2
10717,8,Sur 99 A,9,CANAL NACIONAL Y EJE 6,CAMELLON EJE 2 OTE. (CALZ. DE LA VIGA),4560.5548619,447.575143616,4
10718,3,Calzada Ignacio Zaragoza,9,,CAMELLON AV. GRAL. IGNACIO ZARAGOZA,1844.87821723,692.610633066,2
